customer_id,customer_segment,total_spent,total_orders,last_purchase,country
12545,need_attention,1000.390000000000002,2,2011-09-25 13:39:00,Spain
12546,potential_loyalist,1161.500000000000038,2,2011-10-24 12:09:00,Spain
12547,At Risk,383.579999999999999,3,2011-05-26 12:38:00,Spain
12548,need_attention,95.2,1,2011-06-26 15:35:00,Spain
12549,cannot_lose_them,1575.680000000000058,6,2010-05-13 12:05:00,USA
12550,need_attention,964.8299999999999975,1,2011-09-21 14:35:00,Spain
12551,Lost Customers,168.0,1,2010-12-17 11:23:00,Spain
12552,potential_loyalist,437.82,2,2011-11-01 10:02:00,Italy
12553,champion,4608.750000000000003,12,2011-12-01 16:38:00,France
12554,At Risk,468.500000000000009,1,2010-09-17 12:29:00,Spain
12555,Lost Customers,129.23,1,2010-01-26 16:26:00,Spain
12556,potential_loyalist,599.5599999999999966,2,2011-10-20 13:06:00,Spain
12557,champion,18096.14,8,2011-11-23 16:59:00,Spain
12558,new_customer,269.96,1,2011-12-02 10:41:00,USA
12559,At Risk,561.710000000000013,2,2011-02-02 09:49:00,Germany
12560,potential_loyalist,2134.010000000000021,3,2011-12-04 13:54:00,Germany
12561,Lost Customers,238.850000000000005,1,2011-02-10 11:39:00,Germany
12562,champion,4966.919999999999992,9,2011-12-01 17:20:00,France
12563,Lost Customers,249.239999999999994,1,2010-10-27 09:52:00,Italy
12564,At Risk,456.900000000000006,1,2011-03-23 14:55:00,France
12565,Lost Customers,145.920000000000000,1,2011-02-24 10:34:00,Saudi Arabia
12566,Other,351.649999999999998,1,2011-09-14 14:30:00,Germany
12567,champion,11767.4800000000000460,15,2011-11-17 11:02:00,France
12568,At Risk,70.0,1,2010-03-05 09:15:00,Germany
12569,champion,4124.690000000000051,32,2011-12-07 16:24:00,Germany
12570,At Risk,77.52,1,2010-01-26 17:28:00,Spain
12571,potential_loyalist,519.610000000000008,2,2011-10-31 10:19:00,France
12572,potential_loyalist,1020.420000000000002,2,2011-12-01 09:20:00,Germany
12573,cannot_lose_them,717.4100000000000010,5,2011-04-26 15:52:00,France
12574,Lost Customers,218.450000000000006,1,2011-01-28 09:20:00,France
12575,At Risk,622.819999999999992,2,2010-09-08 13:09:00,France
12576,champion,2142.7199999999999990,8,2011-11-04 10:11:00,Poland
12577,champion,1617.1000000000000042,8,2011-11-04 13:24:00,France
12578,champion,4642.450000000000140,4,2011-11-18 13:30:00,Italy
12579,Other,440.420000000000000,1,2011-09-22 17:15:00,France
12580,At Risk,1052.899999999999988,2,2011-04-07 10:24:00,Germany
12581,promising,197.709999999999999,1,2011-10-31 08:56:00,Germany
12582,cannot_lose_them,1980.4000000000000275,4,2011-04-15 08:45:00,Finland
12583,champion,13591.579999999999891,27,2011-12-07 08:07:00,France
12584,champion,2338.150000000000069,9,2011-12-06 09:35:00,Italy
12585,At Risk,2040.100000000000002,2,2011-04-19 13:39:00,Germany
12586,champion,2062.670000000000060,4,2011-11-22 16:24:00,Italy
12587,new_customer,144.0,1,2011-12-02 12:47:00,Finland
12588,potential_loyalist,958.780000000000003,4,2011-10-31 15:01:00,Finland
12589,champion,4695.660000000000045,8,2011-11-11 10:19:00,France
12590,At Risk,9864.260000000000000,2,2011-05-12 14:52:00,Germany
12591,At Risk,1338.950000000000025,3,2011-01-26 14:35:00,Italy
12592,loyal_customer,2582.6599999999999790,5,2011-09-08 15:04:00,Germany
12593,need_attention,418.099999999999994,3,2011-08-23 12:43:00,France
12594,champion,5090.110000000000123,15,2011-11-02 12:20:00,Italy
12595,Lost Customers,299.020000000000006,1,2010-07-23 09:10:00,Germany
12596,potential_loyalist,618.2700000000000043,2,2011-10-19 13:02:00,Spain
12597,champion,3811.2200000000000070,4,2011-11-20 13:33:00,Spain
12598,champion,4534.089999999999936,11,2011-11-30 12:18:00,France
12599,champion,2296.720000000000036,13,2011-11-10 13:34:00,France
12600,champion,4967.4200000000001283,21,2011-11-11 10:29:00,Germany
12601,cannot_lose_them,681.260000000000016,6,2011-06-03 10:17:00,Germany
12602,promising,153.12,1,2011-10-12 11:22:00,France
12603,potential_loyalist,739.1999999999999,1,2011-11-18 10:42:00,Germany
12604,need_attention,254.180000000000008,2,2011-09-21 14:08:00,France
12605,At Risk,1232.950000000000001,4,2010-11-28 14:18:00,Germany
12606,Lost Customers,21.0,1,2010-01-26 16:23:00,Spain
12607,need_attention,1579.510000000000004,1,2011-10-10 16:06:00,USA
12608,Lost Customers,415.790000000000003,1,2010-10-31 10:49:00,United Kingdom
12609,loyal_customer,3435.8600000000000480,9,2011-09-22 16:34:00,Germany
12610,champion,2099.540000000000009,5,2011-11-17 09:34:00,Italy
12611,promising,1193.319999999999998,1,2011-10-18 13:12:00,Italy
12612,need_attention,704.040000000000029,1,2011-09-26 15:35:00,Germany
12613,champion,6817.370000000000078,10,2011-10-13 14:59:00,Germany
12614,Lost Customers,315.600000000000000,1,2011-03-07 10:22:00,Germany
12615,champion,5740.980000000000001,8,2011-12-07 15:02:00,France
12616,need_attention,1131.099999999999988,3,2011-09-05 15:17:00,France
12617,promising,352.9799999999999994,1,2011-11-10 14:39:00,France
12618,promising,177.310000000000004,1,2011-11-18 11:10:00,Italy
12619,champion,3781.379999999999983,10,2011-11-23 14:52:00,Germany
12620,potential_loyalist,1339.4099999999999805,3,2011-11-25 10:20:00,France
12621,champion,24311.2000000000002770,35,2011-12-08 11:25:00,Germany
12622,Lost Customers,180.100000000000000,1,2011-04-21 16:39:00,Germany
12623,cannot_lose_them,3747.840000000000021,7,2011-03-08 13:50:00,Germany
12624,need_attention,641.130000000000007,2,2011-08-25 15:04:00,France
12625,cannot_lose_them,5164.880000000000029,4,2011-05-12 09:54:00,Germany
12626,champion,6620.480000000000017,9,2011-11-16 16:06:00,Germany
12627,champion,4478.529999999999975,7,2011-11-29 12:07:00,Germany
12628,potential_loyalist,786.460000000000000,3,2011-12-05 13:15:00,Germany
12629,At Risk,1558.220000000000018,2,2010-11-19 09:18:00,Sweden
12630,potential_loyalist,1270.880000000000025,2,2011-11-30 10:48:00,Finland
12631,champion,3481.570000000000013,6,2011-10-13 13:53:00,Finland
12632,At Risk,804.879999999999975,2,2010-07-07 09:39:00,Germany
12633,champion,5678.1600000000000015,7,2011-10-12 11:40:00,Germany
12634,At Risk,490.000000000000002,2,2010-06-22 10:05:00,USA
12635,loyal_customer,2930.4100000000000165,4,2011-09-11 11:04:00,Germany
12636,Lost Customers,141.0,1,2009-12-01 09:55:00,USA
12637,loyal_customer,8283.8099999999999406,12,2011-10-03 13:46:00,France
12638,potential_loyalist,921.489999999999999,2,2011-11-06 13:11:00,Sweden
12639,At Risk,1312.370000000000022,3,2011-04-15 12:48:00,Sweden
12640,potential_loyalist,1174.580000000000016,3,2011-11-16 11:52:00,France
12641,Other,185.899999999999997,1,2011-08-16 13:26:00,Sweden
12642,potential_loyalist,1013.260000000000003,3,2011-11-14 15:03:00,Germany
12643,loyal_customer,8304.820000000000092,12,2011-08-03 12:56:00,France
12644,loyal_customer,1918.4900000000000495,4,2011-08-02 10:33:00,Germany
12645,champion,3539.300000000000051,8,2011-11-06 12:38:00,Germany
12646,potential_loyalist,1346.970000000000008,2,2011-12-05 10:14:00,USA
12647,champion,16955.550000000000034,36,2011-11-17 12:56:00,Germany
12648,need_attention,1112.000000000000005,4,2011-07-08 11:55:00,Germany
12649,loyal_customer,2294.649999999999979,8,2011-08-24 14:41:00,Germany
12650,new_customer,314.440000000000017,1,2011-12-06 16:34:00,France
12651,At Risk,377.750000000000007,4,2011-01-09 12:46:00,France
12652,At Risk,919.980000000000025,1,2011-01-12 15:00:00,France
12652,At Risk,97.050000000000007,1,2010-10-01 15:16:00,Germany
12653,need_attention,4160.830000000000010,3,2011-07-14 10:41:00,Israel
12654,promising,601.979999999999998,5,2011-11-29 10:10:00,Germany
12655,Lost Customers,261.350000000000007,1,2010-10-12 09:17:00,France
12656,champion,6407.830000000000026,8,2011-11-22 13:42:00,France
12657,champion,1643.180000000000037,4,2011-11-28 15:47:00,France
12658,potential_loyalist,686.049999999999990,1,2011-11-21 10:22:00,Germany
12659,potential_loyalist,91.680000000000003,1,2011-11-10 11:53:00,France
12660,new_customer,245.100000000000004,1,2011-11-28 13:26:00,France
12661,Lost Customers,162.000000000000007,1,2010-09-29 16:46:00,Sweden
12662,champion,6726.540000000000144,20,2011-12-09 11:59:00,Germany
12663,At Risk,239.400000000000013,2,2010-03-25 09:40:00,Germany
12664,champion,6070.0400000000000655,11,2011-12-01 17:07:00,Finland
12665,At Risk,313.5999999999999975,3,2011-01-19 08:34:00,Germany
12666,Lost Customers,1248.420000000000040,1,2010-11-10 16:40:00,Israel
12667,potential_loyalist,620.1300000000000115,1,2011-10-12 17:00:00,Finland
12668,champion,11383.0300000000001400,10,2011-11-28 10:56:00,Germany
12669,need_attention,2744.029999999999980,3,2011-07-12 09:54:00,France
12670,champion,3760.289999999999974,7,2011-11-29 15:23:00,France
12671,At Risk,2622.481000000000049,1,2010-04-12 16:30:00,Germany
12672,At Risk,437.050000000000001,2,2011-01-14 09:20:00,France
12673,potential_loyalist,1230.020000000000001,3,2011-12-04 13:55:00,Germany
12674,champion,1970.5999999999999930,4,2011-11-01 12:12:00,France
12675,At Risk,957.2500000000000071,2,2010-06-04 09:49:00,Italy
12676,champion,2843.090000000000031,11,2011-11-15 12:25:00,Sweden
12677,At Risk,395.099999999999994,2,2010-06-02 14:30:00,France
12678,champion,34281.179999999999868,21,2011-10-28 13:04:00,France
12679,potential_loyalist,1113.020000000000031,4,2011-10-12 12:30:00,France
12680,potential_loyalist,880.809999999999987,4,2011-12-09 12:50:00,France
12681,champion,29834.7600000000000010,45,2011-11-25 11:33:00,France
12682,champion,22950.219999999999891,52,2011-12-06 10:00:00,France
12683,champion,11633.700000000000070,21,2011-12-05 16:31:00,France
12684,champion,2283.6299999999999665,7,2011-12-02 09:53:00,France
12685,champion,2863.080000000000029,6,2011-11-11 13:46:00,France
12686,At Risk,89.14,1,2010-12-03 09:51:00,France
12687,At Risk,2138.910000000000033,2,2010-08-16 12:12:00,Sweden
12688,need_attention,4873.8099999999999995,1,2011-08-18 08:49:00,Israel
12689,potential_loyalist,1247.609999999999984,2,2011-11-14 08:31:00,France
12690,Lost Customers,389.010000000000002,1,2011-05-18 09:09:00,France
12691,loyal_customer,1170.399999999999994,7,2011-11-11 16:49:00,France
12692,Lost Customers,110.950000000000001,1,2010-03-12 14:02:00,France
12693,loyal_customer,1703.020000000000027,7,2011-08-04 17:51:00,Germany
12694,need_attention,1843.3499999999999985,3,2011-09-30 13:06:00,France
12695,champion,1407.1200000000000105,7,2011-12-02 13:22:00,France
12696,At Risk,851.9100000000000065,2,2010-10-01 10:43:00,Finland
12697,potential_loyalist,957.589999999999994,3,2011-11-11 08:47:00,Sweden
12698,Lost Customers,339.749999999999997,1,2010-04-28 15:51:00,Germany
12699,At Risk,638.1100000000000175,1,2010-10-18 12:07:00,Germany
12700,champion,4939.989999999999933,4,2011-12-02 10:47:00,France
12701,loyal_customer,2446.4100000000000328,6,2011-09-21 10:47:00,Germany
12702,promising,219.000000000000007,1,2011-11-20 10:36:00,Germany
12703,need_attention,1006.530000000000017,4,2011-09-29 17:52:00,Germany
12704,champion,2340.839999999999963,8,2011-12-02 13:15:00,Finland
12705,champion,11762.100000000000131,14,2011-11-24 13:17:00,Germany
12707,At Risk,603.420000000000014,1,2011-02-21 08:38:00,France
12708,champion,5117.6600000000000535,18,2011-11-10 09:52:00,Germany
12709,champion,30291.759999999999965,34,2011-11-24 15:38:00,Germany
12710,need_attention,1149.020000000000009,3,2011-09-04 12:00:00,Germany
12711,At Risk,1339.049999999999995,2,2010-04-07 11:59:00,Germany
12712,champion,6723.030000000000132,21,2011-11-11 08:19:00,Germany
12713,potential_loyalist,848.549999999999989,1,2011-12-09 12:16:00,Germany
12714,champion,14093.7100000000000544,12,2011-11-30 15:43:00,France
12715,Other,343.359999999999996,1,2011-08-25 15:22:00,Sweden
12716,potential_loyalist,1053.490000000000014,2,2011-12-06 08:55:00,France
12717,need_attention,1308.9100000000000185,3,2011-07-11 14:47:00,Greece
12718,Other,238.2500000000000045,1,2011-09-29 16:38:00,France
12719,potential_loyalist,644.950000000000016,2,2011-12-04 13:45:00,France
12720,champion,7787.2800000000000555,30,2011-12-07 08:03:00,Germany
12721,champion,4013.0800000000000005,8,2011-11-08 12:13:00,France
12722,need_attention,997.6300000000000085,4,2011-09-15 14:50:00,France
12723,loyal_customer,725.069999999999987,5,2011-12-06 10:19:00,France
12724,champion,2317.519999999999991,7,2011-12-04 16:02:00,France
12725,cannot_lose_them,2266.7600000000000020,4,2010-12-03 15:45:00,Italy
